card,card_type,comment,del,elapsed,elapsed_plus,event_incident_typefk,goal_type,id,match_id,n,player1,pos_x,pos_y,rcards,sortorder,stats,subtype,team,type,value,ycards
,y,y,,38,,73,,1136327,2600,218,23934,,,,1,,serious_fouls,8559,card,,
,y,y,,55,,73,,1136822,2600,228,24223,,,,1,,serious_fouls,8654,card,,
,y,y,,74,,73,,1137134,2600,250,34261,,,,0,,serious_fouls,8559,card,,
,y,y,,90,1,73,,1137443,2600,266,37169,,,,0,,serious_fouls,8654,card,,
,y,y,,35,,73,,1136272,2601,272,23435,,,,2,,serious_fouls,8602,card,,
,y,y,,77,,79,,1137175,2601,309,30839,,,,10,,verbal_abuse,8668,card,,
,y,y,,84,,73,,1137269,2601,314,23425,,,,1,,serious_fouls,8602,card,,
,y,y,,19,,70,,1138818,2602,243,24205,,,,1,,,10261,card,,
,y,y,,40,,70,,1138876,2602,266,23579,,,,1,,,10261,card,,
,y,y,,64,,70,,1139089,2602,288,30248,,,,3,,,10261,card,,
,y,y,,78,,70,,1139197,2602,307,24780,,,,3,,,10252,card,,
,y,y,,4,,70,,1140857,2603,224,22764,,,,1,,,8650,card,,
,y,y,,59,,70,,1141083,2603,288,24208,,,,1,,,8456,card,,
,y,y,,39,,73,,1139701,2604,344,35327,,,,1,,serious_fouls,10260,card,,
,y,y,,68,,70,,1139959,2604,385,43248,,,,5,,,10260,card,,
,y,y,,73,,79,,1139982,2604,392,34574,,,,0,,verbal_abuse,9879,card,,
,y,y,,90,2,203,,1140143,2604,431,24664,,,,1,,emergency_brake,9879,card,,
,y,y,,50,,77,,1136724,2605,251,38567,,,,1,,shirt_pull,8658,card,,
,y,y,,68,,505,,1137212,2605,290,109621,,,,1,,Unsportsmanlike Cond,8655,card,,
,y,y,,79,,73,,1137234,2605,273,72735,,,,0,,serious_fouls,8655,card,,
,y,y,,84,,73,,1137316,2605,271,23921,,,,1,,serious_fouls,8655,card,,
,y,y,,90,2,505,,1137503,2605,291,35443,,,,2,,Unsportsmanlike Cond,8658,card,,
,y,y,,18,,77,,1136013,2606,233,23257,,,,7,,shirt_pull,8659,card,,
,y,y,,36,,73,,1136290,2606,250,26527,,,,1,,serious_fouls,8659,card,,
,y,y,,80,,77,,1137220,2606,291,31103,,,,3,,shirt_pull,8472,card,,
,y,y,,83,,79,,1137266,2606,304,24230,,,,7,,verbal_abuse,8472,card,,
,y,y,,89,,73,,1137351,2606,306,23922,,,,1,,serious_fouls,8659,card,,
,y,y,,45,2,70,,1136502,2607,257,38755,,,,2,,,10194,card,,
,y,y,,52,,70,,1136769,2607,270,24411,,,,1,,,10194,card,,
,y,y,,54,,70,,1136808,2607,273,97988,,,,1,,,8586,card,,
,y,y,,73,,203,,1137140,2607,289,40695,,,,1,,emergency_brake,10194,card,,
,y,y,,38,,505,,1137757,2608,234,31306,,,,0,,Unsportsmanlike Cond,8455,card,,
,y,y,,59,,70,,1137872,2608,257,40015,,,,4,,,8528,card,,
,y,y,,61,,505,,1137880,2608,253,30627,,,,0,,Unsportsmanlike Cond,8455,card,,
,y,y,,31,,70,,1345877,2609,334,23435,,,,1,,,8602,card,,
,y,y,,76,,70,,1346251,2609,385,34036,,,,3,,,8650,card,,
,y,y,,45,2,73,,1344510,2610,267,131583,,,,0,,serious_fouls,8472,card,,
,y,y,,90,3,73,,1345052,2610,331,24230,,,,1,,serious_fouls,8472,card,,
,y,y,,35,,505,,1344365,2611,357,38373,,,,2,,Unsportsmanlike Cond,10261,card,,
,y,y,,39,,325,,1344392,2611,363,97988,,,,2,,pushing,8586,card,,
,y,y,,51,,73,,1344577,2611,381,26108,,,,1,,serious_fouls,8586,card,,
,y,y,,52,,325,,1344593,2611,385,33852,,,,5,,pushing,10261,card,,
,y,y,,59,,73,,1344669,2611,393,30248,,,,1,,serious_fouls,10261,card,,
,r,r,,66,,507,,1344742,2611,398,26108,,,,0,,Unsportsmanlike Cond,8586,card,,
,y,y,,82,,325,,1344926,2611,417,47382,,,,3,,pushing,10261,card,,
,y,y,,65,,70,,1345232,2612,334,34590,,,,1,,,8654,card,,
,y,y,,18,,73,,1344156,2613,116,24136,,,,1,,serious_fouls,10252,card,,
,y,y,,70,,73,,1344777,2613,159,94812,,,,1,,serious_fouls,10252,card,,
,y,y,,90,,70,,1345010,2613,171,38807,,,,4,,,8456,card,,
,y,y,,26,,176,,1345373,2614,229,40961,,,,1,,violence,10260,card,,
,y,y,,26,,505,,1345374,2614,272,25075,,,,2,,Unsportsmanlike Cond,8658,card,,
,y,y,,29,,73,,1345379,2614,224,33049,,,,2,,serious_fouls,8658,card,,
,y,y,,30,,70,,1345423,2614,283,30865,,,,2,,,10260,card,,
,y,y,,76,,203,,1345490,2614,278,23837,,,,1,,emergency_brake,8658,card,,
,y,y,,90,2,79,,1345529,2614,290,24154,,,,4,,verbal_abuse,10260,card,,
,y,y,,19,,73,,1344173,2615,255,49885,,,,1,,serious_fouls,8659,card,,
,y,y,,44,,70,,1344454,2615,205,30658,,,,1,,,8655,card,,
,r,r,,65,,63,,1344736,2615,230,21613,,,,0,,serious_fouls,8655,card,,
,y,y,,71,,70,,1344797,2615,226,23927,,,,1,,,8655,card,,
,y,y,,77,,25,,1344858,2615,236,24579,,,,1,,stall_time,8655,card,,
,r,r,,88,,65,,1344982,2615,246,37428,,,,0,,emergency_brake,8659,card,,
,y,y,,55,,505,,1344611,2616,284,43247,,,,1,,Unsportsmanlike Cond,9879,card,,
,y,y,,81,,70,,1344887,2616,329,38899,,,,1,,,10194,card,,
,y,y,,90,1,505,,1345012,2616,327,30956,,,,2,,Unsportsmanlike Cond,9879,card,,
,y,y,,74,,325,,1346128,2617,343,41071,,,,4,,pushing,8528,card,,
,r,r,,78,,67,,1346163,2617,347,29581,,,,0,,violence,8528,card,,
,y,y,,26,,203,,1345690,2618,277,31306,,,,1,,emergency_brake,8455,card,,
,y,y,,43,,70,,1345853,2618,300,24372,,,,1,,,8559,card,,
,y,y,,43,,70,,1347060,2619,227,34222,,,,1,,,8650,card,,
,y,y,,45,2,70,,1347137,2619,236,95327,,,,1,,,8650,card,,
,y,y,,57,,70,,1347320,2619,250,196169,,,,1,,,8559,card,,
,y,y,,77,,70,,1347570,2619,271,24372,,,,1,,,8559,card,,
,y,y,,51,,505,,1347273,2620,331,30342,,,,6,,Unsportsmanlike Cond,8655,card,,
,y,y,,69,,505,,1347512,2620,351,72735,,,,1,,Unsportsmanlike Cond,8655,card,,
,y,y,,79,,78,,1347821,2620,371,24740,,,,2,,kicked_ball_away,8472,card,,
,y,y,,19,,73,,1346725,2621,272,37266,,,,0,,serious_fouls,9879,card,,
,y,y,,25,,73,,1346807,2621,279,24531,,,,1,,serious_fouls,8586,card,,
,y,y,,87,,77,,1347679,2621,333,40006,,,,1,,shirt_pull,8586,card,,
,y,y,,56,,203,,1347305,2622,226,23091,,,,0,,emergency_brake,8602,card,,
,y,y,,81,,70,,1347639,2622,243,34590,,,,0,,,8654,card,,
,y,y,,8,,73,,1347834,2624,164,34193,,,,1,,serious_fouls,8658,card,,
,y,y,,29,,203,,1347863,2624,180,23787,,,,1,,emergency_brake,8658,card,,
,y,y,,34,,203,,1347875,2624,184,30986,,,,4,,emergency_brake,9825,card,,
,y,y,,51,,203,,1347920,2624,199,23837,,,,1,,emergency_brake,8658,card,,
,y,y,,83,,70,,1346459,2625,228,70409,,,,1,,,10260,card,,
,y,y,,84,,70,,1346462,2625,230,150176,,,,1,,,10260,card,,
,y,y,,88,,70,,1346472,2625,238,23257,,,,4,,,8659,card,,
,y,y,,90,2,70,,1346478,2625,239,30865,,,,1,,,10260,card,,
,y,y,,12,,203,,1346641,2626,207,24408,,,,2,,emergency_brake,10194,card,,
,y,y,,31,,70,,1346911,2626,224,46518,,,,1,,,10194,card,,
,y,y,,48,,73,,1347179,2626,241,24411,,,,1,,serious_fouls,10194,card,,
,y,y,,58,,203,,1347321,2626,253,25668,,,,1,,emergency_brake,10194,card,,
,y,y,,62,,79,,1347366,2626,256,30876,,,,1,,verbal_abuse,8668,card,,
,y,y,,9,,70,,1348587,2627,258,49571,,,,2,,,10261,card,,
,y,y,,39,,70,,1348729,2627,291,22991,,,,1,,,8528,card,,
,y,y,,45,1,70,,1348770,2627,302,41071,,,,4,,,8528,card,,
,y,y,,88,,73,,1349013,2627,340,24205,,,,0,,serious_fouls,10261,card,,
,y,y,,20,,203,,1348143,2628,220,38609,,,,3,,emergency_brake,10252,card,,
,y,y,,22,,79,,1348150,2628,215,30380,,,,0,,verbal_abuse,10252,card,,
,y,y,,22,,70,,1348166,2628,219,24751,,,,0,,,10252,card,,
,y,y,,29,,70,,1348168,2628,223,24780,,,,1,,,10252,card,,
,y,y,,40,,70,,1348219,2628,238,79574,,,,1,,,8455,card,,
,y,y,,43,,73,,1348234,2628,242,23264,,,,1,,serious_fouls,10252,card,,
,y,y,,45,,70,,1348244,2628,244,161414,,,,1,,,10252,card,,
,y,y,,49,,70,,1348330,2628,251,34466,,,,1,,,10252,card,,
,y,y,,76,,73,,1348388,2628,274,30627,,,,1,,serious_fouls,8455,card,,
,y,y,,21,,505,,1351647,2630,229,23782,,,,1,,Unsportsmanlike Cond,8456,card,,
,y,y,,29,,70,,1351805,2630,243,30598,,,,1,,,8456,card,,
,r,r,,90,,67,,1352985,2630,297,30509,,,,0,,violence,8456,card,,
,r,r,,90,,67,,1352988,2630,298,26111,,,,1,,violence,9825,card,,
,y,y,,45,1,70,,1352110,2631,326,31306,,,,5,,,8455,card,,
,y,y,,47,,70,,1352403,2632,203,111865,,,,0,,,8528,card,,
,y,y,,54,,70,,1352534,2632,211,41071,,,,1,,,8528,card,,
,y,y,,74,,70,,1352934,2632,219,40015,,,,1,,,8528,card,,
,y,y,,81,,70,,1353051,2632,230,26631,,,,0,,,8528,card,,
,y,y,,57,,79,,1350987,2633,286,24147,,,,0,,verbal_abuse,8658,card,,
,y,y,,6,,70,,1351485,2634,210,30352,,,,2,,,8472,card,,
,y,y,,29,,70,,1351802,2634,208,161414,,,,2,,,10252,card,,
,y,y,,42,,70,,1352010,2634,230,24230,,,,1,,,8472,card,,
,y,y,,45,2,70,,1352163,2634,255,24751,,,,2,,,10252,card,,
,y,y,,60,,70,,1352463,2634,275,24116,,,,1,,,8472,card,,
,r,r,,69,,67,,1352605,2634,261,34466,,,,0,,violence,10252,card,,
,y,y,,79,,70,,1352824,2634,263,24211,,,,3,,,10252,card,,
,y2,y2,,86,,26,,1352949,2634,295,24116,,,,1,,,8472,card,,
,y,y,,57,,73,,1352629,2635,398,30371,,,,1,,serious_fouls,8668,card,,
,y,y,,13,,70,,1351558,2636,268,34590,,,,3,,,8654,card,,
,y,y,,80,,70,,1352833,2636,356,119351,,,,1,,,8654,card,,
,y,y,,81,,70,,1352918,2636,360,24450,,,,3,,,8654,card,,
,y,y,,83,,70,,1352928,2636,361,23939,,,,1,,,8654,card,,
,y,y,,50,,77,,1352448,2637,344,30342,,,,1,,shirt_pull,8655,card,,
,y,y,,77,,73,,1352971,2637,393,95327,,,,2,,serious_fouls,8650,card,,
,y,y,,87,,70,,1584000,2637,406,30658,,,,0,,,8655,card,,
,y,y,,90,,70,,1351218,2638,324,25550,,,,1,,,8659,card,,
,y,y,,52,,505,,1366934,2639,374,30660,,,,3,,Unsportsmanlike Cond,8650,card,,
,y,y,,63,,325,,1367023,2639,401,30853,,,,1,,pushing,8650,card,,
,y,y,,90,,73,,1367322,2639,426,37139,,,,0,,serious_fouls,8650,card,,
,y,y,,36,,70,,1365922,2640,232,24205,,,,1,,,10261,card,,
,y,y,,35,,70,,1366008,2640,248,30352,,,,8,,,8472,card,,
,y,y,,21,,78,,1367520,2641,292,30840,,,,2,,kicked_ball_away,8586,card,,
,y,y,,28,,73,,1367570,2641,303,38994,,,,0,,serious_fouls,10260,card,,
,y,y,,37,,70,,1367618,2641,312,97988,,,,1,,,8586,card,,
,y,y,,45,1,70,,1367649,2641,323,24148,,,,3,,,10260,card,,
,y,y,,57,,70,,1367768,2641,329,32569,,,,3,,,10260,card,,
,y2,y2,,74,,26,,1367851,2641,355,38994,,,,1,,,10260,card,,
,y,y,,74,,79,,1367856,2641,356,30829,,,,2,,verbal_abuse,10260,card,,
,y,y,,15,,70,,1364397,2642,231,36394,,,,1,,,8654,card,,
,y,y,,4,,73,,1365713,2644,310,24211,,,,1,,serious_fouls,10252,card,,
,y,y,,64,,73,,1366135,2644,364,24226,,,,1,,serious_fouls,8658,card,,
,y,y,,87,,325,,1366265,2644,419,24751,,,,0,,pushing,10252,card,,
,y,y,,56,,73,,1363591,2645,294,40563,,,,1,,serious_fouls,8483,card,,
,y,y,,76,,70,,1363875,2645,277,40548,,,,1,,,8483,card,,
,y,y,,90,1,25,,1364033,2645,327,25922,,,,2,,stall_time,8659,card,,
,y,y,,62,,70,,1363713,2646,267,40128,,,,1,,,8559,card,,
,y,y,,64,,505,,1363751,2646,314,35532,,,,12,,Unsportsmanlike Cond,8559,card,,
,y,y,,26,,70,,1363046,2647,219,37266,,,,1,,,9879,card,,
,y,y,,45,2,70,,1363396,2647,228,11736,,,,1,,,8528,card,,
,y,y,,51,,70,,1363551,2647,243,111865,,,,1,,,8528,card,,
,y,y,,73,,70,,1363896,2647,240,26777,,,,0,,,9879,card,,
,y,y,,90,,505,,1364062,2647,256,71550,,,,1,,Unsportsmanlike Cond,8528,card,,
,y,y,,90,2,505,,1364102,2647,276,49825,,,,1,,Unsportsmanlike Cond,8528,card,,
,y,y,,50,,505,,1363548,2648,335,30679,,,,1,,Unsportsmanlike Cond,8455,card,,
,y,y,,67,,73,,1373842,2650,256,129817,,,,1,,serious_fouls,8528,card,,
,r,r,,70,,63,,1373886,2650,265,41071,,,,2,,serious_fouls,8528,card,,
,y,y,,24,,73,,1374740,2651,263,161414,,,,11,,serious_fouls,10252,card,,
,y,y,,69,,73,,1375344,2651,311,16351,,,,1,,serious_fouls,8456,card,,
,y,y,,32,,505,,1373266,2652,319,24223,,,,1,,Unsportsmanlike Cond,8654,card,,
,y,y,,42,,505,,1373428,2652,329,39618,,,,1,,Unsportsmanlike Cond,8668,card,,
,y,y,,83,,505,,1374097,2652,382,26347,,,,0,,Unsportsmanlike Cond,8654,card,,
,y2,y2,,85,,506,,1374140,2652,386,26347,,,,12,,Unsportsmanlike Cond,8654,card,,
,y,y,,4,,203,,1372407,2654,271,32937,,,,2,,emergency_brake,8650,card,,
,y,y,,45,2,70,,1372524,2654,321,30853,,,,1,,,8650,card,,
,y,y,,85,,70,,1372725,2654,383,25923,,,,4,,,8650,card,,
,y,y,,83,,163,,1378457,2655,280,23954,,,,0,,diving,8659,card,,
,y,y,,25,,73,,1373152,2656,157,30338,,,,1,,serious_fouls,9879,card,,
,y,y,,35,,73,,1373313,2656,169,23369,,,,1,,serious_fouls,10194,card,,
,r,r,,55,,65,,1373675,2656,182,40695,,,,1,,emergency_brake,10194,card,,
,y,y,,34,,70,,1373296,2658,238,39109,,,,1,,,8483,card,,
,y,y,,90,4,70,,1374206,2658,301,22959,,,,0,,,8483,card,,
,y,y,,5,,505,,1390773,2660,301,143793,,,,1,,Unsportsmanlike Cond,9825,card,,
,y,y,,14,,73,,1390840,2660,309,24216,,,,2,,serious_fouls,8668,card,,
,y,y,,45,,505,,1391168,2660,341,31435,,,,1,,Unsportsmanlike Cond,9825,card,,
,y,y,,46,,73,,1391254,2660,343,109058,,,,2,,serious_fouls,8668,card,,
,y,y,,59,,505,,1391359,2660,360,24011,,,,2,,Unsportsmanlike Cond,8668,card,,
,y,y,,60,,176,,1391374,2660,362,30843,,,,2,,violence,9825,card,,
,y,y,,71,,25,,1391520,2660,374,31465,,,,-5,,stall_time,8668,card,,
,y,y,,74,,70,,1391543,2660,377,24006,,,,2,,,8668,card,,
,y,y,,55,,70,,1391327,2661,194,30822,,,,0,,,8455,card,,
,y,y,,83,,505,,1391680,2661,221,30352,,,,0,,Unsportsmanlike Cond,8472,card,,
,y,y,,84,,505,,1391681,2661,222,31306,,,,0,,Unsportsmanlike Cond,8455,card,,
,y,y,,27,,505,,1392441,2662,365,30598,,,,3,,Unsportsmanlike Cond,8456,card,,
,y,y,,45,2,505,,1392916,2662,381,16351,,,,1,,Unsportsmanlike Cond,8456,card,,
,y,y,,57,,70,,1393596,2663,376,23091,,,,1,,,8602,card,,
,y,y,,57,,73,,1393603,2663,374,24728,,,,2,,serious_fouls,8559,card,,
,y,y,,67,,79,,1393851,2663,394,35466,,,,1,,verbal_abuse,8602,card,,
,y,y,,73,,70,,1394001,2663,407,40022,,,,2,,,8602,card,,
,y,y,,16,,73,,1391010,2664,208,22991,,,,1,,serious_fouls,8528,card,,
,y,y,,37,,73,,1391214,2664,233,25550,,,,1,,serious_fouls,8659,card,,
,y,y,,43,,73,,1391234,2664,231,49885,,,,0,,serious_fouls,8659,card,,
,y,y,,65,,73,,1391668,2664,263,129817,,,,1,,serious_fouls,8528,card,,
,y,y,,83,,78,,1391834,2664,273,71550,,,,1,,kicked_ball_away,8528,card,,
,y,y,,85,,505,,1391849,2664,280,71502,,,,0,,Unsportsmanlike Cond,8659,card,,
,y,y,,90,3,73,,1391882,2664,290,23257,,,,3,,serious_fouls,8659,card,,
,y,y,,90,2,25,,1391883,2664,291,24452,,,,0,,stall_time,8528,card,,
,y,y,,90,2,505,,1391886,2664,292,25948,,,,1,,Unsportsmanlike Cond,8528,card,,
,y,y,,59,,70,,1393635,2665,260,24223,,,,0,,,8654,card,,
,y,y,,41,,70,,1393064,2666,222,38899,,,,1,,,10194,card,,
,y,y,,46,,73,,1393320,2666,227,24133,,,,3,,serious_fouls,10194,card,,
,y,y,,50,,70,,1393416,2666,231,26165,,,,2,,,10194,card,,
,y,y,,55,,70,,1393537,2666,236,34036,,,,1,,,8650,card,,
,y,y,,81,,70,,1394202,2666,249,24408,,,,3,,,10194,card,,
,y,y,,34,,325,,1392938,2667,318,27483,,,,1,,pushing,8655,card,,
,y,y,,54,,77,,1393515,2667,342,46403,,,,2,,shirt_pull,8586,card,,
,y,y,,87,,78,,1394322,2667,373,109621,,,,1,,kicked_ball_away,8655,card,,
,y,y,,31,,203,,1392908,2668,259,49571,,,,2,,emergency_brake,10261,card,,
,y,y,,41,,70,,1393100,2668,271,40565,,,,4,,,10261,card,,
,y,y,,54,,70,,1393614,2668,287,23933,,,,1,,,10261,card,,
,y,y,,8,,73,,1395684,2669,341,34430,,,,0,,serious_fouls,8559,card,,
,y,y,,58,,505,,1396789,2669,408,23783,,,,2,,Unsportsmanlike Cond,8559,card,,
,y,y,,64,,73,,1396878,2669,413,155384,,,,1,,serious_fouls,8559,card,,
,y,y,,69,,73,,1396938,2669,421,30818,,,,2,,serious_fouls,8586,card,,
,y,y,,40,,70,,1399925,2670,287,37169,,,,3,,,8654,card,,
,y,y,,74,,25,,1400328,2670,326,24147,,,,0,,stall_time,8658,card,,
,y,y,,90,2,70,,1400528,2670,350,24450,,,,1,,,8654,card,,
,y,y,,90,3,73,,1400543,2670,349,39658,,,,1,,serious_fouls,8654,card,,
,y,y,,71,,505,,1396936,2671,290,30338,,,,1,,Unsportsmanlike Cond,9879,card,,
,y,y,,61,,505,,1397010,2671,292,23354,,,,1,,Unsportsmanlike Cond,10252,card,,
,y,y,,77,,505,,1397023,2671,303,38609,,,,3,,Unsportsmanlike Cond,10252,card,,
,y,y,,80,,505,,1397047,2671,298,25572,,,,0,,Unsportsmanlike Cond,10252,card,,
,y,y,,87,,505,,1397154,2671,307,43247,,,,4,,Unsportsmanlike Cond,9879,card,,
,y,y,,50,,70,,1396630,2672,230,39109,,,,3,,,8483,card,,
,r,r,,50,,67,,1396684,2673,322,27277,,,,2,,violence,9825,card,,
,y,y,,69,,505,,1396952,2673,339,169718,,,,1,,Unsportsmanlike Cond,9825,card,,
,y,y,,69,,505,,1396970,2673,348,23933,,,,1,,Unsportsmanlike Cond,10261,card,,
,y,y,,82,,505,,1397138,2673,351,30935,,,,2,,Unsportsmanlike Cond,9825,card,,
,y,y,,90,4,203,,1397279,2673,373,37475,,,,2,,emergency_brake,10261,card,,
,y,y,,82,,505,,1398655,2673,374,26111,,,,1,,Unsportsmanlike Cond,9825,card,,
,y,y,,21,,70,,1395979,2674,159,24171,,,,0,,,8659,card,,
,y,y,,45,,73,,1396401,2674,192,30509,,,,1,,serious_fouls,8456,card,,
,y,y,,80,,73,,1397079,2674,221,23922,,,,1,,serious_fouls,8659,card,,
,y,y,,42,,203,,1397997,2675,309,35466,,,,1,,emergency_brake,8602,card,,
,y,y,,50,,203,,1398290,2675,325,25421,,,,4,,emergency_brake,8602,card,,
,y,y,,66,,70,,1398524,2675,339,30829,,,,2,,,10260,card,,
,y,y,,85,,70,,1398665,2675,367,30373,,,,2,,,10260,card,,
,y,y,,30,,73,,1395182,2676,312,30905,,,,1,,serious_fouls,8472,card,,
,y,y,,56,,70,,1395251,2676,321,33468,,,,0,,,8472,card,,
,y,y,,73,,70,,1395348,2676,357,25668,,,,4,,,10194,card,,
,y,y,,80,,176,,1395392,2676,354,156008,,,,2,,violence,8472,card,,
,y,y,,64,,505,,1396891,2677,258,30658,,,,11,,Unsportsmanlike Cond,8655,card,,
,y,y,,73,,73,,1396975,2677,276,27483,,,,1,,serious_fouls,8655,card,,
,y,y,,90,3,505,,1397247,2677,283,49825,,,,0,,Unsportsmanlike Cond,8528,card,,
,y,y,,1,,505,,1400872,2678,202,32345,,,,2,,Unsportsmanlike Cond,8455,card,,
,y,y,,74,,73,,1401344,2678,251,95327,,,,3,,serious_fouls,8650,card,,
,y,y,,19,,73,,1403795,2679,259,39027,,,,1,,serious_fouls,8456,card,,
,y,y,,42,,73,,1403847,2679,287,38807,,,,1,,serious_fouls,8456,card,,
,y,y,,66,,70,,1403936,2679,315,30373,,,,1,,,10260,card,,
,y,y,,88,,70,,1404041,2679,340,24154,,,,1,,,10260,card,,
,y,y,,42,,325,,1404927,2680,339,40022,,,,4,,pushing,8602,card,,
,y,y,,30,,70,,1404695,2681,259,25948,,,,1,,,8528,card,,
,y,y,,59,,505,,1405333,2681,290,11736,,,,2,,Unsportsmanlike Cond,8528,card,,
,y,y,,65,,505,,1405429,2681,295,30617,,,,1,,Unsportsmanlike Cond,8650,card,,
,y,y,,69,,505,,1405626,2681,313,41071,,,,10,,Unsportsmanlike Cond,8528,card,,
,y,y,,33,,505,,1406392,2682,285,30905,,,,1,,Unsportsmanlike Cond,8472,card,,
,y,y,,45,1,505,,1406560,2682,297,24531,,,,3,,Unsportsmanlike Cond,8586,card,,
,y,y,,67,,79,,1406918,2682,325,30352,,,,1,,verbal_abuse,8472,card,,
,y,y,,75,,25,,1406982,2682,333,30455,,,,12,,stall_time,8586,card,,
,y,y,,80,,78,,1407035,2682,336,40755,,,,5,,kicked_ball_away,8586,card,,
,y,y,,86,,505,,1407087,2682,346,30818,,,,5,,Unsportsmanlike Cond,8586,card,,
,y,y,,55,,505,,1405258,2683,386,33852,,,,3,,Unsportsmanlike Cond,10261,card,,
,y,y,,60,,70,,1405341,2683,397,30658,,,,2,,,8655,card,,
,y,y,,81,,505,,1405650,2683,420,38373,,,,1,,Unsportsmanlike Cond,10261,card,,
,y,y,,90,2,78,,1405834,2683,432,24205,,,,0,,kicked_ball_away,10261,card,,
,y,y,,38,,70,,1411184,2684,208,31306,,,,1,,,8455,card,,
,y,y,,43,,73,,1411218,2684,213,23283,,,,1,,serious_fouls,9879,card,,
,y,y,,90,1,70,,1411465,2684,257,24737,,,,2,,,9879,card,,
,y,y,,74,,73,,1405571,2685,256,30715,,,,1,,serious_fouls,8658,card,,
,y,y,,12,,70,,1408903,2686,246,34261,,,,2,,,8559,card,,
,y,y,,30,,70,,1404697,2687,167,30734,,,,2,,,8654,card,,
,y,y,,29,,505,,1404712,2687,168,32734,,,,0,,Unsportsmanlike Cond,8659,card,,
,y,y,,40,,73,,1404875,2687,176,37169,,,,0,,serious_fouls,8654,card,,
,y,y,,57,,73,,1405322,2687,199,23257,,,,1,,serious_fouls,8659,card,,
,y,y,,88,,73,,1405792,2687,232,33312,,,,1,,serious_fouls,8654,card,,
,y,y,,30,,203,,1404713,2688,300,24469,,,,2,,emergency_brake,8483,card,,
,y,y,,52,,70,,1405259,2688,325,35554,,,,2,,,8483,card,,
,r,r,,70,,63,,1405560,2688,353,25572,,,,1,,serious_fouls,10252,card,,
,y,y,,90,2,79,,1405876,2688,381,23354,,,,2,,verbal_abuse,10252,card,,
,y,y,,45,4,73,,1513850,2689,387,31291,,,,3,,serious_fouls,9825,card,,
,y,y,,47,,73,,1513931,2689,395,23678,,,,0,,serious_fouls,9825,card,,
,y,y,,47,,73,,1513935,2689,390,30986,,,,2,,serious_fouls,9825,card,,
,y,y,,7,,73,,1431998,2690,303,22764,,,,1,,serious_fouls,8650,card,,
,y,y,,23,,70,,1429294,2691,156,27483,,,,2,,,8655,card,,
,y,y,,45,2,73,,1429621,2691,177,30849,,,,1,,serious_fouls,8655,card,,
,y,y,,64,,70,,1429935,2691,198,23921,,,,5,,,8655,card,,
,y2,y2,,90,3,177,,1430251,2691,216,23921,,,,1,,serious_fouls,8655,card,,
,r,r,,54,,270,,1429787,2693,338,24890,,,,2,,,10261,card,,
,y,y,,59,,70,,1429856,2693,346,24166,,,,4,,,8559,card,,
,y,y,,85,,70,,1430150,2693,374,196169,,,,1,,,8559,card,,
,y,y,,35,,73,,1432950,2694,247,31907,,,,1,,serious_fouls,9879,card,,
,y,y,,70,,73,,1433431,2694,290,108808,,,,1,,serious_fouls,8456,card,,
,y,y,,85,,73,,1433550,2694,307,30338,,,,1,,serious_fouls,9879,card,,
,r,r,,44,,67,,1429551,2695,256,21853,,,,0,,violence,8483,card,,
,y,y,,83,,73,,1430143,2695,298,24469,,,,1,,serious_fouls,8483,card,,
,y,y,,83,,505,,1430189,2695,301,23435,,,,0,,Unsportsmanlike Cond,8602,card,,
,y,y,,23,,203,,1435445,2696,219,71502,,,,0,,emergency_brake,8659,card,,
,y,y,,41,,505,,1435564,2696,226,23257,,,,10,,Unsportsmanlike Cond,8659,card,,
,y,y,,68,,505,,1435793,2696,253,40695,,,,3,,Unsportsmanlike Cond,10194,card,,
,y,y,,90,4,505,,1435932,2696,295,38899,,,,1,,Unsportsmanlike Cond,10194,card,,
,y,y,,69,,505,,1430001,2697,347,70409,,,,2,,Unsportsmanlike Cond,10260,card,,
,y,y,,50,,505,,1513921,2698,224,24190,,,,1,,Unsportsmanlike Cond,8658,card,,
,y,y,,23,,73,,1440145,2699,308,30352,,,,1,,serious_fouls,8472,card,,
,y,y,,59,,73,,1440847,2699,354,156008,,,,1,,serious_fouls,8472,card,,
,y,y,,64,,505,,1440963,2699,355,143793,,,,1,,Unsportsmanlike Cond,9825,card,,
,y,y,,81,,73,,1441273,2699,379,46539,,,,1,,serious_fouls,9825,card,,
,y,y,,84,,505,,1441352,2699,393,26181,,,,5,,Unsportsmanlike Cond,9825,card,,
,y,y,,90,2,325,,1441508,2699,409,160243,,,,4,,pushing,8472,card,,
,y,y,,45,,70,,1443996,2700,278,30617,,,,1,,,8650,card,,
,y,y,,45,2,79,,1444016,2700,280,30726,,,,0,,verbal_abuse,10260,card,,
,y,y,,45,5,70,,1444059,2700,284,38994,,,,0,,,10260,card,,
,y,y,,45,5,176,,1444064,2700,285,22764,,,,1,,violence,8650,card,,
,y,y,,83,,203,,1444752,2700,336,30373,,,,3,,emergency_brake,10260,card,,
,y,y,,27,,325,,1440216,2701,155,47418,,,,1,,pushing,10194,card,,
,y,y,,29,,73,,1440238,2701,163,40695,,,,1,,serious_fouls,10194,card,,
,y,y,,44,,70,,1440444,2701,176,33941,,,,1,,,10194,card,,
,y,y,,25,,505,,1440183,2702,368,24023,,,,1,,Unsportsmanlike Cond,8668,card,,
