card,card_type,comment,del,elapsed,elapsed_plus,event_incident_typefk,goal_type,id,match_id,n,player1,pos_x,pos_y,rcards,sortorder,stats,subtype,team,type,value,ycards
,y,y,,86,,70,,2938309,9543,21,243829,,,,2,,,8406,card,,
,y,y,,53,,70,,2937478,9544,17,36326,,,,0,,,9776,card,,
,y,y,,56,,70,,2937480,9544,18,36293,,,,0,,,9776,card,,
,y,y,,74,,70,,2937532,9544,20,27478,,,,0,,,9810,card,,
,y,y,,17,,70,,2935905,9545,19,27461,,,,0,,,9790,card,,
,y,y,,28,,70,,2935933,9545,20,290868,,,,0,,,9790,card,,
,y,y,,38,,70,,2935959,9545,18,212960,,,,0,,,8177,card,,
,y,y,,28,,70,,2936413,9545,23,187666,,,,1,,,9790,card,,
,y,y,,62,,70,,2936414,9545,22,178784,,,,0,,,9790,card,,
,y,y,,11,,70,,3383966,9546,20,37410,,,,0,,,9823,card,,
,y,y,,58,,70,,3384425,9546,23,331542,,,,0,,,9789,card,,
,y,y,,80,,70,,3384547,9546,25,95078,,,,0,,,9823,card,,
,y,y,,83,,70,,3384548,9546,26,73167,,,,0,,,9789,card,,
,r,r,,90,,270,,3384588,9546,27,27303,,,,0,,,9823,card,,
,y,y,,27,,70,,3380261,9547,17,243164,,,,0,,,10189,card,,
,y,y,,14,,70,,3381344,9548,19,97734,,,,0,,,10269,card,,
,y,y,,25,,70,,3381397,9548,22,450980,,,,0,,,10269,card,,
,y,y,,27,,70,,3381399,9548,20,317822,,,,0,,,10269,card,,
,y,y,,28,,70,,3381406,9548,21,278815,,,,0,,,9788,card,,
,y,y,,9,,70,,3386378,9549,18,212881,,,,0,,,8177,card,,
,y,y,,79,,70,,3387080,9549,20,191080,,,,0,,,8178,card,,
,y,y,,68,,70,,3382312,9550,16,10967,,,,0,,,9790,card,,
,y,y,,36,,70,,3381476,9551,22,89240,,,,0,,,8165,card,,
,y,y,,72,,70,,3382337,9551,24,229759,,,,0,,,8165,card,,
,y,y,,27,,70,,3387441,9552,19,167589,,,,0,,,8406,card,,
,y,y,,30,,70,,3387448,9552,18,39841,,,,0,,,8226,card,,
,y,y,,5,,70,,3381309,9553,21,36518,,,,0,,,9776,card,,
,y,y,,18,,70,,3381358,9553,26,177942,,,,0,,,9776,card,,
,y,y,,52,,70,,3382041,9553,24,94666,,,,0,,,9776,card,,
,y,y,,56,,70,,3382087,9553,25,196311,,,,0,,,8358,card,,
,y,y,,81,,70,,3382424,9553,23,208230,,,,2,,,9776,card,,
,y,y,,85,,70,,3382477,9553,27,135247,,,,0,,,8358,card,,
,y,y,,12,,70,,3381329,9554,22,26675,,,,0,,,8697,card,,
,y,y,,20,,70,,3381371,9554,24,42860,,,,0,,,8697,card,,
,y,y,,65,,70,,3382238,9554,25,41927,,,,0,,,8697,card,,
,y,y,,75,,70,,3382343,9554,21,134217,,,,0,,,8697,card,,
,y,y,,8,,70,,3400661,9555,23,387727,,,,0,,,9789,card,,
,y,y,,39,,70,,3400902,9555,28,20694,,,,0,,,9905,card,,
,r,r,,79,,270,,3401588,9555,27,36000,,,,0,,,9905,card,,
,y,y,,28,,70,,3406869,9556,22,27642,,,,0,,,10269,card,,
,y,y,,34,,70,,3406905,9556,23,304345,,,,0,,,10189,card,,
,y,y,,40,,70,,3406969,9556,24,27335,,,,0,,,10189,card,,
,y,y,,51,,70,,3407356,9556,29,317822,,,,0,,,10269,card,,
,y,y,,76,,70,,3407545,9556,25,171698,,,,0,,,10189,card,,
,y,y,,37,,70,,3400878,9557,26,119525,,,,0,,,8226,card,,
,y,y,,44,,70,,3400961,9557,22,27866,,,,0,,,8226,card,,
,y,y,,79,,70,,3401635,9557,27,97746,,,,0,,,8226,card,,
,y,y,,85,,70,,3401735,9557,23,196205,,,,0,,,8697,card,,
,y,y,,48,,70,,3406081,9558,22,229759,,,,1,,,8165,card,,
,y,y,,52,,70,,3406108,9558,17,191080,,,,0,,,8178,card,,
,y,y,,53,,70,,3401358,9559,23,207236,,,,0,,,9788,card,,
,y,y,,67,,70,,3401518,9559,24,237541,,,,0,,,8358,card,,
,y2,y2,,69,,26,,3401524,9559,27,207236,,,,0,,,9788,card,,
,y,y,,70,,70,,3401531,9559,26,58346,,,,1,,,9788,card,,
,y,y,,89,,70,,3401740,9559,30,303913,,,,0,,,8358,card,,
,y,y,,52,,70,,3401359,9560,19,240348,,,,0,,,8406,card,,
,y,y,,63,,70,,3401494,9560,17,38364,,,,0,,,8177,card,,
,y,y,,67,,70,,3401520,9560,16,95081,,,,0,,,8177,card,,
,y,y,,89,,70,,3401732,9560,18,26545,,,,0,,,8177,card,,
,y,y,,67,,70,,3402991,9561,25,147729,,,,0,,,8721,card,,
,y,y,,89,,70,,3403091,9561,22,71017,,,,0,,,9790,card,,
,y2,y2,,90,,26,,3403105,9561,23,147729,,,,0,,,8721,card,,
,y,y,,55,,70,,3401418,9562,20,94666,,,,0,,,9776,card,,
,y,y,,76,,70,,3401597,9562,19,27521,,,,0,,,9776,card,,
,y,y,,89,,70,,3401763,9562,18,30872,,,,0,,,9823,card,,
,y,y,,36,,70,,3396658,9563,28,260470,,,,0,,,9904,card,,
,y,y,,45,,70,,3396704,9563,24,38647,,,,0,,,9810,card,,
,y,y,,63,,70,,3396732,9563,34,106309,,,,0,,,9810,card,,
,y,y,,73,,70,,3396742,9563,25,179491,,,,0,,,9904,card,,
,y,y,,85,,70,,3396755,9563,35,34420,,,,0,,,9810,card,,
,y,y,,89,,70,,3396761,9563,32,27314,,,,0,,,9904,card,,
,y,y,,90,,70,,3396765,9563,33,41087,,,,0,,,9904,card,,
,y,y,,90,,70,,3396766,9563,36,167065,,,,1,,,9810,card,,
,y,y,,38,,70,,3421447,9564,26,116772,,,,0,,,9823,card,,
,y,y,,76,,70,,3422288,9564,22,154245,,,,2,,,8697,card,,
,y,y,,74,,70,,3428522,9565,17,304345,,,,0,,,10189,card,,
,y,y,,90,,70,,3428683,9565,16,36784,,,,0,,,10189,card,,
,y,y,,48,,70,,3424110,9566,21,93447,,,,0,,,9789,card,,
,y,y,,52,,70,,3424137,9566,20,26255,,,,0,,,8178,card,,
,y,y,,40,,70,,3418580,9567,17,141145,,,,1,,,10269,card,,
,y,y,,40,,70,,3418581,9567,15,78908,,,,0,,,9904,card,,
,y,y,,62,,70,,3418624,9567,16,29471,,,,0,,,10269,card,,
,y,y,,82,,70,,3418648,9567,14,79982,,,,0,,,9904,card,,
,y,y,,3,,70,,3421184,9568,19,10950,,,,2,,,8358,card,,
,y,y,,41,,70,,3421489,9568,21,169200,,,,0,,,8721,card,,
,y,y,,71,,70,,3422172,9568,26,163670,,,,0,,,8721,card,,
,y,y,,88,,70,,3422517,9568,23,149909,,,,0,,,8358,card,,
,y,y,,24,,70,,3421245,9569,15,38188,,,,0,,,9810,card,,
,y,y,,70,,70,,3422162,9569,17,172321,,,,0,,,9810,card,,
,y,y,,74,,70,,3422209,9569,18,38181,,,,0,,,9810,card,,
,y,y,,84,,70,,3422425,9569,19,145550,,,,0,,,9810,card,,
,r,r,,85,,270,,3422466,9569,16,71605,,,,2,,,8226,card,,
,y,y,,48,,70,,3421878,9570,20,413155,,,,0,,,8165,card,,
,y,y,,60,,70,,3422086,9570,17,115847,,,,0,,,8165,card,,
,,y,1,60,,70,,3422102,9570,9,,,,,1,,,,card,,
,y,y,,4,,70,,3426658,9571,23,240348,,,,0,,,8406,card,,
,y,y,,59,,70,,3427108,9571,21,304733,,,,0,,,9790,card,,
,y,y,,77,,70,,3427252,9571,25,178781,,,,0,,,9790,card,,
,y,y,,32,,70,,3441759,9573,20,27420,,,,0,,,8226,card,,
,y,y,,46,,70,,3442234,9575,20,30949,,,,0,,,8721,card,,
,y,y,,82,,70,,3442745,9575,21,298923,,,,2,,,10269,card,,
,y,y,,4,,70,,3441555,9576,20,49825,,,,0,,,8697,card,,
,y,y,,55,,70,,3442596,9576,18,278831,,,,0,,,8177,card,,
,y,y,,61,,70,,3442597,9576,23,196205,,,,0,,,8697,card,,
,y,y,,67,,70,,3442603,9576,22,26675,,,,0,,,8697,card,,
,y,y,,34,,70,,3441760,9577,18,158234,,,,0,,,8165,card,,
,y,y,,36,,70,,3441803,9577,23,36186,,,,0,,,9904,card,,
,y,y,,55,,70,,3442526,9577,22,27436,,,,0,,,8165,card,,
,y,y,,56,,70,,3442527,9577,20,229759,,,,0,,,8165,card,,
,y,y,,17,,70,,3441611,9578,24,33065,,,,0,,,8358,card,,
,y,y,,23,,70,,3441642,9578,25,441164,,,,0,,,10189,card,,
,y,y,,66,,70,,3442487,9578,22,36784,,,,0,,,10189,card,,
,y,y,,68,,70,,3442489,9578,23,20396,,,,0,,,10189,card,,
,y,y,,70,,70,,3442490,9578,20,36771,,,,0,,,8358,card,,
,y2,y2,,73,,26,,3442495,9578,21,20396,,,,0,,,10189,card,,
,y,y,,64,,70,,3442504,9579,24,37410,,,,0,,,9823,card,,
,y,y,,86,,70,,3442821,9579,26,331540,,,,0,,,9790,card,,
,r,r,,86,,270,,3442822,9579,20,36183,,,,1,,,9823,card,,
,y,y,,36,,70,,3441768,9580,16,36293,,,,0,,,9776,card,,
,y,y,,48,,70,,3442301,9580,19,303905,,,,0,,,8406,card,,
,y,y,,80,,70,,3442652,9580,17,36518,,,,0,,,9776,card,,
,y,y,,54,,70,,3442361,9581,20,106309,,,,0,,,9810,card,,
,y,y,,67,,70,,3442470,9581,21,27475,,,,0,,,9810,card,,
,y,y,,77,,70,,3442575,9581,17,26255,,,,0,,,8178,card,,
,y,y,,21,,70,,3461225,9582,18,38842,,,,0,,,10269,card,,
,y,y,,22,,70,,3461227,9582,17,95078,,,,0,,,9823,card,,
,y,y,,68,,70,,3461415,9582,16,38432,,,,0,,,9823,card,,
,y,y,,75,,70,,3461445,9582,20,141145,,,,0,,,10269,card,,
,y,y,,30,,70,,3461248,9583,22,536579,,,,0,,,8165,card,,
,y,y,,36,,70,,3461263,9583,31,40093,,,,0,,,8165,card,,
,y,y,,58,,70,,3461374,9583,30,425962,,,,0,,,8165,card,,
,y,y,,67,,70,,3461408,9583,24,37042,,,,0,,,8165,card,,
,y,y,,90,,70,,3461491,9583,25,536578,,,,0,,,8165,card,,
,y,y,,11,,70,,3461173,9584,17,27427,,,,0,,,8178,card,,
,y,y,,29,,70,,3461242,9584,20,26255,,,,0,,,8178,card,,
,y,y,,45,,70,,3461283,9585,19,196311,,,,0,,,8358,card,,
,y,y,,67,,70,,3461399,9585,21,260470,,,,0,,,9904,card,,
,y,y,,75,,70,,3461440,9585,23,33065,,,,2,,,8358,card,,
,y,y,,7,,70,,3461167,9586,24,163670,,,,0,,,8721,card,,
,y,y,,19,,70,,3461226,9586,31,269788,,,,0,,,9788,card,,
,y,y,,37,,70,,3461287,9586,29,37292,,,,0,,,9788,card,,
,y,y,,49,,70,,3461354,9586,26,28480,,,,0,,,8721,card,,
,y,y,,67,,70,,3461410,9586,25,40735,,,,0,,,9788,card,,
,y,y,,85,,70,,3461514,9586,22,114025,,,,2,,,9788,card,,
,y,y,,3,,70,,3461180,9587,21,27420,,,,0,,,8226,card,,
,,y,1,4,,70,,3461181,9587,4,,,,,0,,,,card,,
,y,y,,37,,70,,3461268,9587,26,303914,,,,0,,,8226,card,,
,y,y,,64,,70,,3461395,9587,20,242709,,,,0,,,8226,card,,
,y,y,,35,,70,,3461266,9589,17,34267,,,,0,,,9810,card,,
,y,y,,67,,70,,3461411,9589,20,38188,,,,0,,,9810,card,,
,y,y,,69,,70,,3461425,9590,18,212960,,,,0,,,8177,card,,
,y,y,,85,,70,,3461484,9590,21,36889,,,,0,,,8177,card,,
,y,y,,63,,70,,2943677,9591,20,212865,,,,0,,,8358,card,,
,y,y,,66,,70,,2943684,9591,18,355358,,,,0,,,8358,card,,
,y,y,,70,,70,,2943702,9591,17,33085,,,,0,,,9823,card,,
,y,y,,29,,70,,2953090,9592,21,109615,,,,0,,,8178,card,,
,y,y,,33,,70,,2953112,9592,20,58354,,,,0,,,8178,card,,
,y,y,,82,,70,,2953348,9592,18,26255,,,,0,,,8178,card,,
,y,y,,29,,70,,2951974,9593,20,114025,,,,0,,,9788,card,,
,y,y,,45,,70,,2952152,9593,21,207236,,,,0,,,9788,card,,
,y,y,,77,,70,,2952528,9593,22,269788,,,,0,,,9788,card,,
,y,y,,40,,70,,2956666,9594,26,26782,,,,0,,,10269,card,,
,y,y,,45,,70,,2956713,9594,25,18904,,,,0,,,8226,card,,
,y,y,,55,,70,,2956880,9594,35,298923,,,,0,,,10269,card,,
,y,y,,72,,70,,2956922,9594,27,212893,,,,0,,,8226,card,,
,y,y,,36,,70,,2952067,9595,22,38795,,,,0,,,9904,card,,
,y,y,,50,,70,,2952347,9595,27,260470,,,,0,,,9904,card,,
,y,y,,69,,70,,2952414,9595,24,27415,,,,0,,,9905,card,,
,y,y,,88,,70,,2952640,9595,28,116645,,,,0,,,9904,card,,
,y,y,,23,,70,,2951944,9596,19,28480,,,,0,,,8721,card,,
,y,y,,60,,70,,2952386,9596,17,95081,,,,0,,,8177,card,,
,y,y,,65,,70,,2952394,9596,18,36889,,,,0,,,8177,card,,
,y,y,,12,,70,,2951936,9597,26,212875,,,,0,,,8165,card,,
,y,y,,17,,70,,2951938,9597,23,40093,,,,0,,,8165,card,,
,y,y,,35,,70,,2952073,9597,25,114650,,,,0,,,8406,card,,
,y,y,,38,,70,,2952076,9597,21,240348,,,,0,,,8406,card,,
,y,y,,46,,70,,2952287,9597,22,27436,,,,2,,,8165,card,,
,y,y,,75,,70,,2952472,9597,24,177720,,,,0,,,8165,card,,
,y2,y2,,76,,26,,2952474,9597,28,27436,,,,0,,,8165,card,,
,y,y,,90,,70,,2953019,9597,27,27433,,,,0,,,8165,card,,
,y,y,,32,,70,,2952008,9598,25,26994,,,,0,,,9776,card,,
,y,y,,32,,70,,2952014,9598,21,177942,,,,1,,,9776,card,,
,y,y,,56,,70,,2952374,9598,23,36326,,,,0,,,9776,card,,
,y,y,,60,,70,,2952385,9598,27,208230,,,,0,,,9776,card,,
,y,y,,87,,70,,2952578,9598,26,187666,,,,0,,,9790,card,,
,y,y,,64,,70,,2952659,9598,30,24693,,,,4,,,9776,card,,
,y,y,,45,,70,,2957340,9599,23,36388,,,,0,,,9789,card,,
,y,y,,80,,70,,2957709,9599,22,129944,,,,0,,,9789,card,,
,y,y,,83,,70,,2957723,9599,21,106309,,,,0,,,9810,card,,
,y,y,,28,,70,,2984066,9600,35,52243,,,,0,,,9790,card,,
,y,y,,44,,70,,2984123,9600,30,30840,,,,0,,,9790,card,,
,y,y,,51,,70,,2984182,9600,24,141113,,,,0,,,9790,card,,
,y,y,,71,,70,,2984292,9600,33,178781,,,,0,,,9790,card,,
,y,y,,26,,70,,2981890,9601,22,30924,,,,0,,,9823,card,,
,y,y,,32,,70,,2982027,9601,25,95078,,,,0,,,9823,card,,
,y,y,,33,,70,,2982035,9601,20,78908,,,,0,,,9904,card,,
,y,y,,47,,70,,2982494,9601,24,36183,,,,0,,,9823,card,,
,y,y,,50,,70,,2982546,9601,27,179491,,,,0,,,9904,card,,
,y,y,,77,,70,,2983063,9601,23,260470,,,,0,,,9904,card,,
,y,y,,58,,70,,2982634,9602,26,200962,,,,0,,,8178,card,,
,y,y,,61,,70,,2982636,9602,22,28480,,,,0,,,8721,card,,
,y,y,,80,,70,,2982995,9602,28,147729,,,,0,,,8721,card,,
,y,y,,84,,70,,2982996,9602,29,71560,,,,0,,,8178,card,,
,y2,y2,,85,,26,,2983006,9602,24,147729,,,,0,,,8721,card,,
,y,y,,87,,70,,2983007,9602,25,40193,,,,0,,,8721,card,,
,r,r,,26,,270,,2981892,9603,22,49825,,,,0,,,8697,card,,
,y,y,,33,,70,,2982044,9603,23,154245,,,,0,,,8697,card,,
,y,y,,64,,70,,2982658,9603,18,27512,,,,0,,,8697,card,,
,y,y,,33,,70,,2987470,9604,21,114025,,,,0,,,9788,card,,
,y,y,,57,,70,,2987710,9604,24,39841,,,,0,,,8226,card,,
,y,y,,60,,70,,2987711,9604,23,71605,,,,0,,,8226,card,,
,y,y,,86,,70,,2987843,9604,27,18904,,,,0,,,8226,card,,
,y,y,,90,,70,,2987898,9604,26,207236,,,,0,,,9788,card,,
,y,y,,29,,70,,2981898,9605,20,27415,,,,0,,,9905,card,,
,y,y,,37,,70,,2982059,9605,18,72813,,,,0,,,10189,card,,
,y,y,,90,,70,,2983085,9605,21,425963,,,,2,,,10189,card,,
,y,y,,90,,70,,2983086,9605,19,171698,,,,3,,,10189,card,,
,y,y,,16,,70,,2981862,9606,20,33065,,,,0,,,8358,card,,
,y,y,,45,,70,,2982215,9606,23,95094,,,,0,,,8406,card,,
,y,y,,45,,70,,2982219,9606,19,212865,,,,1,,,8358,card,,
,y,y,,50,,70,,2988465,9607,24,36518,,,,0,,,9776,card,,
,y,y,,65,,70,,2988613,9607,21,27149,,,,0,,,9776,card,,
,y,y,,69,,70,,2988619,9607,23,177720,,,,0,,,8165,card,,
,y,y,,74,,70,,2988630,9607,19,30530,,,,0,,,8165,card,,
,y,y,,86,,70,,2988700,9607,25,29255,,,,0,,,9776,card,,
,y,y,,34,,70,,2978860,9608,15,36084,,,,0,,,10269,card,,
,y,y,,87,,70,,2978931,9608,17,40605,,,,0,,,8177,card,,
,y,y,,62,,70,,3008452,9609,18,26437,,,,0,,,10189,card,,
,y,y,,1,,70,,3004499,9610,23,208230,,,,0,,,9776,card,,
,y,y,,24,,70,,3004534,9610,26,207236,,,,0,,,9788,card,,
,y,y,,73,,70,,3004587,9610,27,177942,,,,0,,,9776,card,,
,y,y,,28,,70,,3012053,9611,23,26782,,,,0,,,10269,card,,
,y,y,,39,,70,,3012142,9611,20,28081,,,,0,,,9810,card,,
,y,y,,61,,70,,3012610,9611,22,157252,,,,0,,,10269,card,,
,y,y,,87,,70,,3012751,9611,24,27234,,,,0,,,10269,card,,
,y,y,,90,,70,,3012795,9611,25,145561,,,,3,,,9810,card,,
,y,y,,14,,70,,3006604,9612,25,37319,,,,0,,,8406,card,,
,y,y,,22,,70,,3006625,9612,27,240348,,,,0,,,8406,card,,
,y,y,,45,,70,,3006869,9612,24,78908,,,,0,,,9904,card,,
,y,y,,53,,70,,3007098,9612,22,94916,,,,0,,,9904,card,,
,y,y,,58,,70,,3007143,9612,26,114650,,,,0,,,8406,card,,
,y,y,,69,,70,,3007163,9612,31,116645,,,,0,,,9904,card,,
,y,y,,71,,70,,3007236,9612,28,26618,,,,0,,,8406,card,,
,y,y,,7,,70,,3006592,9613,21,119525,,,,0,,,8226,card,,
,y,y,,61,,70,,3007145,9613,24,242709,,,,0,,,8226,card,,
,y,y,,77,,70,,3007253,9613,20,30949,,,,0,,,8721,card,,
,y,y,,85,,70,,3007443,9613,23,205893,,,,2,,,8226,card,,
,y,y,,87,,70,,3008294,9613,25,29316,,,,0,,,8226,card,,
,y,y,,21,,70,,3006615,9614,17,158234,,,,0,,,8165,card,,
,y,y,,34,,70,,3006740,9614,18,129944,,,,0,,,9789,card,,
,y,y,,65,,70,,3007146,9614,19,71399,,,,0,,,9789,card,,
,y,y,,9,,70,,3011407,9615,19,448806,,,,0,,,8358,card,,
,y,y,,65,,70,,3011596,9615,25,40108,,,,0,,,8177,card,,
,y,y,,72,,70,,3011601,9615,20,27155,,,,0,,,8177,card,,
,y,y,,84,,70,,3011727,9615,26,95081,,,,0,,,8177,card,,
,y,y,,89,,70,,3011772,9615,23,159594,,,,0,,,8358,card,,
,y,y,,90,,70,,3011802,9615,24,36889,,,,0,,,8177,card,,
,y,y,,83,,70,,3007359,9616,22,180126,,,,0,,,9905,card,,
,y,y,,84,,70,,3007362,9616,25,73448,,,,0,,,8178,card,,
,y,y,,29,,70,,3006693,9617,27,178784,,,,0,,,9790,card,,
,y,y,,40,,70,,3006759,9617,26,35989,,,,0,,,8697,card,,
,y,y,,55,,70,,3007116,9617,20,167094,,,,0,,,8697,card,,
,y,y,,63,,70,,3007154,9617,24,30840,,,,0,,,9790,card,,
,y,y,,90,,70,,3007521,9617,21,196205,,,,1,,,8697,card,,
,y,y,,90,,70,,3008191,9617,23,107920,,,,2,,,8697,card,,
,r,r,,45,,270,,3025329,9618,20,147614,,,,0,,,8358,card,,
,y,y,,89,,70,,3026234,9618,18,303913,,,,0,,,8358,card,,
,y,y,,26,,70,,3025082,9619,16,30872,,,,0,,,9823,card,,
,y,y,,27,,70,,3025085,9619,18,31235,,,,0,,,8721,card,,
,y,y,,72,,70,,3026000,9619,17,75447,,,,0,,,9823,card,,
,y,y,,31,,70,,3029195,9621,23,27433,,,,0,,,8165,card,,
,y,y,,43,,70,,3029264,9621,29,42860,,,,0,,,8697,card,,
,y,y,,45,,70,,3029299,9621,24,425962,,,,0,,,8165,card,,
,y,y,,78,,70,,3029592,9621,22,141396,,,,0,,,8697,card,,
,y,y,,57,,70,,3025879,9622,30,425963,,,,0,,,10189,card,,
,y,y,,58,,70,,3025884,9622,24,27420,,,,0,,,8226,card,,
,y,y,,70,,70,,3025970,9622,29,27866,,,,0,,,8226,card,,
,y,y,,74,,70,,3026007,9622,31,243493,,,,0,,,8226,card,,
,y,y,,79,,70,,3026154,9622,33,27335,,,,0,,,10189,card,,
,y,y,,5,,70,,3023335,9623,23,40735,,,,0,,,9788,card,,
,y,y,,29,,70,,3023351,9623,25,26618,,,,0,,,8406,card,,
,y,y,,66,,70,,3023384,9623,27,243829,,,,0,,,8406,card,,
,y,y,,73,,70,,3023388,9623,26,258245,,,,0,,,9788,card,,
,y,y,,86,,70,,3023399,9623,21,184554,,,,2,,,9788,card,,
,y,y,,44,,70,,3030050,9624,21,38842,,,,0,,,10269,card,,
,y,y,,46,,70,,3027249,9625,23,178781,,,,0,,,9790,card,,
,y,y,,90,,70,,3027371,9625,19,27475,,,,0,,,9810,card,,
,y,y,,82,,70,,3027529,9625,17,155534,,,,0,,,9810,card,,
,y,y,,1,,70,,3025044,9626,23,97747,,,,0,,,9905,card,,
,y,y,,39,,70,,3025253,9626,21,36806,,,,0,,,9905,card,,
,y,y,,82,,70,,3026165,9626,28,193202,,,,0,,,9905,card,,
,y,y,,84,,70,,3026171,9626,27,31294,,,,0,,,9905,card,,
,y,y,,86,,70,,3026294,9626,29,12330,,,,0,,,8177,card,,
,r,r,,16,,270,,3043670,9627,24,26660,,,,1,,,8406,card,,
,y,y,,60,,70,,3044185,9627,26,26982,,,,0,,,8406,card,,
,y,y,,64,,70,,3044192,9627,27,72813,,,,0,,,10189,card,,
,y,y,,79,,70,,3044354,9627,28,167589,,,,0,,,8406,card,,
,y,y,,83,,70,,3044441,9627,30,240348,,,,2,,,8406,card,,
,y,y,,36,,70,,3043790,9628,19,94652,,,,0,,,9789,card,,
,r,r,,81,,270,,3044407,9628,21,36388,,,,1,,,9789,card,,
,y,y,,90,,70,,3044595,9628,23,93447,,,,0,,,9789,card,,
,y,y,,90,,70,,3044596,9628,24,269788,,,,1,,,9788,card,,
,y,y,,85,,70,,3045418,9628,25,40735,,,,0,,,9788,card,,
,y,y,,52,,70,,3045780,9629,18,27310,,,,0,,,8178,card,,
,y,y,,67,,70,,3045870,9629,19,36183,,,,0,,,9823,card,,
,y,y,,13,,70,,3043663,9630,16,36084,,,,0,,,10269,card,,
,y,y,,34,,70,,3043758,9630,17,141396,,,,0,,,8697,card,,
,y,y,,90,,70,,3045540,9630,18,196205,,,,0,,,8697,card,,
,y,y,,6,,70,,3041645,9631,20,39840,,,,0,,,9904,card,,
,y,y,,36,,70,,3041668,9631,24,38364,,,,0,,,8177,card,,
,y,y,,51,,70,,3041699,9631,26,212960,,,,0,,,8177,card,,
,y,y,,53,,70,,3041704,9631,22,94916,,,,0,,,9904,card,,
,y,y,,61,,70,,3041708,9631,23,95081,,,,0,,,8177,card,,
,y,y,,82,,70,,3041727,9631,25,78908,,,,0,,,9904,card,,
,y,y,,54,,70,,3044133,9632,21,159386,,,,0,,,9776,card,,
,y,y,,60,,70,,3044186,9632,19,30764,,,,0,,,8721,card,,
,y,y,,71,,70,,3044215,9632,23,36326,,,,2,,,9776,card,,
,y,y,,75,,70,,3044282,9632,22,31235,,,,0,,,8721,card,,
,y,y,,84,,70,,3044475,9632,25,113902,,,,0,,,9776,card,,
,y,y,,76,,70,,3049083,9633,21,24167,,,,0,,,8165,card,,
,y,y,,48,,70,,3049925,9634,22,28081,,,,0,,,9810,card,,
,y,y,,75,,70,,3050099,9634,24,240837,,,,0,,,8358,card,,
,,y,1,75,,70,,3050100,9634,10,,,,,1,,,,card,,
,y,y,,80,,70,,3050138,9634,25,37087,,,,0,,,9810,card,,
,y2,y2,,90,,26,,3050257,9634,27,37087,,,,0,,,9810,card,,
,y,y,,90,,70,,3050258,9634,28,27475,,,,1,,,9810,card,,
,y,y,,90,,70,,3050259,9634,29,36771,,,,2,,,8358,card,,
,y,y,,90,,70,,3050286,9634,30,212865,,,,3,,,8358,card,,
,y,y,,46,,70,,3044062,9635,22,94885,,,,0,,,8226,card,,
,y,y,,72,,70,,3044265,9635,23,33823,,,,0,,,9905,card,,
,y,y,,88,,70,,3044613,9635,27,447084,,,,0,,,8226,card,,
,y,y,,86,,70,,3045476,9635,26,237542,,,,0,,,9905,card,,
,y,y,,3,,70,,3071548,9636,18,116645,,,,0,,,9904,card,,
,y,y,,7,,70,,3071561,9636,19,69008,,,,0,,,9904,card,,
,y,y,,32,,70,,3071715,9636,20,240367,,,,0,,,9904,card,,
,y,y,,90,,70,,3073496,9636,21,27358,,,,2,,,9789,card,,
,y,y,,77,,70,,3072506,9637,22,158879,,,,0,,,9823,card,,
,y,y,,30,,70,,3071677,9638,14,212865,,,,0,,,8358,card,,
,y,y,,68,,70,,3072413,9638,15,196205,,,,0,,,8697,card,,
,y,y,,67,,70,,3073555,9638,16,147614,,,,0,,,8358,card,,
,y,y,,9,,70,,3070392,9639,20,109615,,,,0,,,8178,card,,
,y,y,,23,,70,,3070413,9639,21,200962,,,,0,,,8178,card,,
,y,y,,41,,70,,3070426,9639,22,113340,,,,0,,,8178,card,,
,y,y,,67,,70,,3070481,9639,23,27427,,,,0,,,8178,card,,
,y,y,,40,,70,,3076267,9640,22,31235,,,,0,,,8721,card,,
,y,y,,41,,70,,3076294,9640,24,240348,,,,0,,,8406,card,,
,y,y,,52,,70,,3076604,9640,25,298915,,,,0,,,8721,card,,
,y,y,,57,,70,,3076683,9640,26,26618,,,,0,,,8406,card,,
,y,y,,85,,70,,3076829,9640,27,27472,,,,0,,,8721,card,,
,y,y,,71,,70,,3075785,9641,26,26782,,,,0,,,10269,card,,
,y,y,,81,,70,,3075872,9641,28,141699,,,,0,,,9790,card,,
,r,r,,84,,270,,3075887,9641,27,276738,,,,0,,,10269,card,,
,y,y,,90,,70,,3075926,9641,29,36084,,,,0,,,10269,card,,
,y,y,,43,,70,,3071836,9642,20,72813,,,,0,,,10189,card,,
,y,y,,26,,70,,3071608,9643,19,150292,,,,0,,,8165,card,,
,y,y,,37,,70,,3071721,9643,20,145561,,,,0,,,9810,card,,
,y,y,,67,,70,,3072374,9643,22,106309,,,,0,,,9810,card,,
,y,y,,73,,70,,3072405,9643,23,40093,,,,0,,,8165,card,,
,y,y,,90,,70,,3073536,9643,24,496045,,,,0,,,8165,card,,
,y,y,,33,,70,,3073850,9644,19,25819,,,,0,,,9788,card,,
,y,y,,52,,70,,3074072,9644,18,27307,,,,0,,,8177,card,,
,y,y,,90,,70,,3074161,9644,23,40735,,,,0,,,9788,card,,
,y2,y2,,90,,26,,3074164,9644,21,40735,,,,1,,,9788,card,,
,y,y,,90,,70,,3074166,9644,22,50345,,,,2,,,8177,card,,
,y,y,,69,,70,,3655581,9645,237,147729,,,,1,,,8721,card,,
,y,y,,88,,70,,3655660,9645,258,298915,,,,0,,,8721,card,,
